code,name,net_foreign,net_investment,net_dealer,net_total
1108,幸福            ,50000.0,0.0,0.0,50000.0
"=""020020""",元大台股領航N   ,0.0,0.0,0.0,0.0
"=""00710B""",復華彭博非投等債,-27000.0,0.0,0.0,-27000.0
2467,志聖            ,52372.0,0.0,0.0,52372.0
2905,三商            ,14000.0,0.0,0.0,14000.0
4739,康普            ,29536.0,0.0,0.0,29536.0
3515,華擎            ,38760.0,0.0,0.0,38760.0
3038,全台            ,51199.0,0.0,-1208.0,49991.0
2243,宏旭-KY         ,43512.0,0.0,0.0,43512.0
1442,名軒            ,50337.0,0.0,0.0,50337.0
6592,和潤企業        ,40278.0,0.0,-1000.0,39278.0
2496,卓越            ,6951.0,0.0,0.0,6951.0
2727,王品            ,52905.0,0.0,0.0,52905.0
2748,雲品            ,48301.0,0.0,0.0,48301.0
2228,劍麟            ,48008.0,0.0,0.0,48008.0
2706,第一店          ,40001.0,0.0,0.0,40001.0
3504,揚明光          ,51010.0,0.0,0.0,51010.0
2524,京城            ,52910.0,0.0,0.0,52910.0
6192,巨路            ,47490.0,0.0,0.0,47490.0
9930,中聯資源        ,38417.0,0.0,0.0,38417.0
6743,安普新          ,46409.0,0.0,0.0,46409.0
"=""00675L""",富邦臺灣加權正2 ,1812000.0,0.0,0.0,1812000.0
2701,萬企            ,42000.0,0.0,0.0,42000.0
2375,凱美            ,26616.0,0.0,0.0,26616.0
2608,嘉里大榮        ,38817.0,0.0,0.0,38817.0
6862,三集瑞-KY       ,44790.0,0.0,0.0,44790.0
6689,伊雲谷          ,42518.0,0.0,0.0,42518.0
6257,矽格            ,40024.0,0.0,0.0,40024.0
6115,鎰勝            ,55000.0,0.0,0.0,55000.0
2887E,台新戊特        ,44000.0,0.0,0.0,44000.0
1773,勝一            ,41385.0,0.0,0.0,41385.0
1598,岱宇            ,68966.0,0.0,0.0,68966.0
8271,宇瞻            ,28864.0,0.0,-2178.0,26686.0
6605,帝寶            ,42468.0,0.0,0.0,42468.0
5533,皇鼎            ,39106.0,0.0,0.0,39106.0
"=""00707R""",期元大S&P日圓反1,0.0,0.0,0.0,0.0
8045,達運光電        ,40748.0,0.0,0.0,40748.0
8438,昶昕            ,42101.0,0.0,0.0,42101.0
1614,三洋電          ,35074.0,0.0,0.0,35074.0
2497,怡利電          ,47473.0,0.0,0.0,47473.0
2015,豐興            ,35025.0,0.0,0.0,35025.0
2611,志信            ,39634.0,0.0,0.0,39634.0
2832,台產            ,1001.0,0.0,0.0,1001.0
1817,凱撒衛          ,36147.0,0.0,0.0,36147.0
9938,百和            ,30004.0,0.0,0.0,30004.0
1447,力鵬            ,24000.0,0.0,0.0,24000.0
9921,巨大            ,82970.0,0.0,-43000.0,39970.0
5269,祥碩            ,-98982.0,0.0,138000.0,39018.0
4137,麗豐-KY         ,38949.0,0.0,0.0,38949.0
2348,海悅            ,40461.0,0.0,0.0,40461.0
1321,大洋            ,34027.0,0.0,0.0,34027.0
6719,力智            ,35782.0,0.0,0.0,35782.0
6285,啟            ,62792.0,0.0,-7000.0,55792.0
6214,精誠            ,39536.0,0.0,0.0,39536.0
2316,楠梓電          ,39004.0,0.0,0.0,39004.0
1527,鑽全            ,28000.0,0.0,0.0,28000.0
"=""020039""",元大加權N       ,0.0,0.0,0.0,0.0
2613,中櫃            ,30401.0,0.0,0.0,30401.0
8070,長華*           ,33291.0,0.0,0.0,33291.0
6931,青松健康        ,37000.0,0.0,0.0,37000.0
1109,信大            ,34000.0,0.0,0.0,34000.0
9946,三發地產        ,41910.0,0.0,0.0,41910.0
6168,宏齊            ,37194.0,0.0,0.0,37194.0
"=""006205""",富邦上証        ,-19000.0,0.0,0.0,-19000.0
1445,大宇            ,33004.0,0.0,0.0,33004.0
5907,大洋-KY         ,43000.0,0.0,0.0,43000.0
1457,宜進            ,30000.0,0.0,0.0,30000.0
6431,光麗-KY         ,36000.0,0.0,0.0,36000.0
1342,八貫            ,43046.0,0.0,0.0,43046.0
"=""020034""",元大IC設計N     ,0.0,0.0,0.0,0.0
2913,農林            ,-16000.0,0.0,0.0,-16000.0
6235,華孚            ,27959.0,0.0,0.0,27959.0
"=""00903""",富邦元宇宙      ,-130000.0,0.0,0.0,-130000.0
9937,全國            ,31053.0,0.0,0.0,31053.0
3437,榮創            ,30000.0,0.0,0.0,30000.0
2461,光群雷          ,25681.0,0.0,0.0,25681.0
1436,華友聯          ,32658.0,0.0,0.0,32658.0
3338,泰碩            ,28269.0,0.0,0.0,28269.0
1707,葡萄王          ,33011.0,0.0,0.0,33011.0
2739,寒舍            ,34705.0,0.0,0.0,34705.0
2460,建通            ,28985.0,0.0,0.0,28985.0
2616,山隆            ,29000.0,0.0,0.0,29000.0
3416,融程電          ,31870.0,0.0,0.0,31870.0
"=""00876""",元大全球5G      ,-81000.0,0.0,0.0,-81000.0
6128,上福            ,30131.0,0.0,0.0,30131.0
1437,勤益控          ,29000.0,0.0,0.0,29000.0
8021,尖點            ,29000.0,0.0,0.0,29000.0
3025,星通            ,36850.0,0.0,0.0,36850.0
2546,根基            ,37231.0,0.0,0.0,37231.0
5288,豐祥-KY         ,30133.0,0.0,0.0,30133.0
1506,正道            ,29000.0,0.0,0.0,29000.0
2227,裕日車          ,31000.0,0.0,0.0,31000.0
"=""00645""",富邦日本        ,1000.0,0.0,0.0,1000.0
4569,六方科-KY       ,28863.0,0.0,0.0,28863.0
6205,詮欣            ,26122.0,0.0,0.0,26122.0
2537,聯上發          ,29000.0,0.0,0.0,29000.0
3701,大眾控          ,21849.0,0.0,0.0,21849.0
2705,六福            ,26837.0,0.0,0.0,26837.0
3005,神基            ,84724.0,0.0,-23000.0,61724.0
1617,榮星            ,24663.0,0.0,0.0,24663.0
6136,富爾特          ,40001.0,0.0,0.0,40001.0
3092,鴻碩            ,25816.0,0.0,0.0,25816.0
"=""00911""",兆豐洲際半導體  ,8000.0,0.0,0.0,8000.0
2923,鼎固-KY         ,34000.0,0.0,0.0,34000.0
2414,精技            ,30000.0,0.0,0.0,30000.0
1734,杏輝            ,8981.0,0.0,0.0,8981.0
6854,錼創科技-KY創   ,26551.0,0.0,0.0,26551.0
1417,嘉裕            ,23458.0,0.0,0.0,23458.0
6715,嘉基            ,26294.0,0.0,0.0,26294.0
4414,如興            ,26000.0,0.0,0.0,26000.0
"=""02001L""",富邦蘋果正二N   ,0.0,0.0,0.0,0.0
2506,太設            ,5080.0,0.0,0.0,5080.0
1103,嘉泥            ,13000.0,0.0,0.0,13000.0
5484,慧友            ,25000.0,0.0,0.0,25000.0
1201,味全            ,21000.0,0.0,0.0,21000.0
4935,茂林-KY         ,26259.0,0.0,0.0,26259.0
1612,宏泰            ,38035.0,0.0,0.0,38035.0
1737,臺鹽            ,20020.0,0.0,0.0,20020.0
1459,聯發            ,24000.0,0.0,0.0,24000.0
6142,友勁            ,15000.0,0.0,0.0,15000.0
4551,智伸科          ,5015.0,0.0,0.0,5015.0
6243,迅杰            ,22000.0,0.0,0.0,22000.0
1449,佳和            ,15937.0,0.0,0.0,15937.0
8476,台境*           ,19903.0,0.0,0.0,19903.0
2614,東森            ,18761.0,0.0,0.0,18761.0
"=""00913""",兆豐台灣晶圓製造,2000.0,0.0,0.0,2000.0
"=""0055""",元大MSCI金融    ,62000.0,0.0,0.0,62000.0
2415,錩新            ,26190.0,0.0,0.0,26190.0
"=""00660""",元大歐洲50      ,50.0,0.0,0.0,50.0
3266,昇陽            ,32000.0,0.0,0.0,32000.0
6863,永道-KY         ,21840.0,0.0,0.0,21840.0
1517,利奇            ,19000.0,0.0,0.0,19000.0
1416,廣豐            ,9794.0,0.0,0.0,9794.0
1615,大山            ,19650.0,0.0,0.0,19650.0
"=""020038""",元大ESG配息N    ,0.0,0.0,0.0,0.0
2906,高林            ,20000.0,0.0,0.0,20000.0
9908,大台北          ,20743.0,0.0,0.0,20743.0
6756,威鋒電子        ,19000.0,0.0,0.0,19000.0
3006,晶豪科          ,-23340.0,0.0,0.0,-23340.0
2478,大毅            ,18366.0,0.0,0.0,18366.0
"=""006207""",復華滬深        ,-17000.0,0.0,0.0,-17000.0
6958,日盛台駿        ,15040.0,0.0,0.0,15040.0
1203,味王            ,18024.0,0.0,0.0,18024.0
1558,伸興            ,19000.0,0.0,0.0,19000.0
8105,凌巨            ,-4000.0,0.0,0.0,-4000.0
3652,精聯            ,20000.0,0.0,0.0,20000.0
1463,強盛新          ,29970.0,0.0,0.0,29970.0
3518,柏騰            ,13923.0,0.0,0.0,13923.0
5471,松翰            ,11769.0,0.0,0.0,11769.0
1537,廣隆            ,21009.0,0.0,0.0,21009.0
2338,光罩            ,-2591.0,0.0,0.0,-2591.0
2493,揚博            ,19290.0,0.0,0.0,19290.0
6552,易華電          ,17165.0,0.0,0.0,17165.0
2617,台航            ,33140.0,0.0,0.0,33140.0
1708,東鹼            ,28031.0,0.0,0.0,28031.0
6742,澤米            ,15002.0,0.0,0.0,15002.0
1460,宏遠            ,3000.0,0.0,0.0,3000.0
2509,全坤建          ,15492.0,0.0,0.0,15492.0
"=""00910""",第一金太空衛星  ,1000.0,0.0,0.0,1000.0
2723,美食-KY         ,18890.0,0.0,0.0,18890.0
"=""00656R""",國泰中國A50反1  ,0.0,0.0,0.0,0.0
6201,亞弘電          ,19000.0,0.0,0.0,19000.0
5285,界霖            ,16000.0,0.0,0.0,16000.0
4440,宜新實業        ,15924.0,0.0,0.0,15924.0
3231,緯創            ,-1215000.0,0.0,1494420.0,279420.0
8411,福貞-KY         ,16255.0,0.0,0.0,16255.0
2069,運錩            ,28221.0,0.0,0.0,28221.0
4807,日成-KY         ,18013.0,0.0,0.0,18013.0
1805,寶徠            ,16009.0,0.0,0.0,16009.0
1530,亞崴            ,21000.0,0.0,0.0,21000.0
8367,建新國際        ,25000.0,0.0,0.0,25000.0
9943,好樂迪          ,15870.0,0.0,0.0,15870.0
4770,上品            ,4515.0,0.0,45000.0,49515.0
5525,順天            ,7010.0,0.0,0.0,7010.0
3669,圓展            ,16000.0,0.0,0.0,16000.0
1539,巨庭            ,14000.0,0.0,0.0,14000.0
6914,阜爾運通        ,15888.0,0.0,0.0,15888.0
6531,愛普*           ,9006.0,0.0,1000.0,10006.0
4560,強信-KY         ,33798.0,0.0,0.0,33798.0
4306,炎洲            ,23482.0,0.0,0.0,23482.0
1438,三地開發        ,15057.0,0.0,0.0,15057.0
4989,榮科            ,15024.0,0.0,0.0,15024.0
1731,美吾華          ,14004.0,0.0,0.0,14004.0
6598,ABC-KY          ,15000.0,0.0,0.0,15000.0
"=""020029""",元大ESG高股息N  ,0.0,0.0,0.0,0.0
2022,聚亨            ,11416.0,0.0,0.0,11416.0
2514,龍邦            ,13000.0,0.0,0.0,13000.0
4999,鑫禾            ,14000.0,0.0,0.0,14000.0
6835,圓裕            ,14585.0,0.0,0.0,14585.0
"=""00711B""",復華彭博新興債  ,-25000.0,0.0,0.0,-25000.0
1732,毛寶            ,11005.0,0.0,0.0,11005.0
1340,勝悅-KY         ,14000.0,0.0,0.0,14000.0
6674,鋐寶科技        ,14000.0,0.0,0.0,14000.0
6792,詠業            ,4957.0,0.0,0.0,4957.0
2482,連宇            ,12509.0,0.0,0.0,12509.0
8163,達方            ,16030.0,0.0,-2978.0,13052.0
1467,南緯            ,10603.0,0.0,0.0,10603.0
1325,恆大            ,-5559.0,0.0,0.0,-5559.0
6582,申豐            ,11029.0,0.0,0.0,11029.0
5007,三星            ,11004.0,0.0,0.0,11004.0
1419,新紡            ,7000.0,0.0,0.0,7000.0
2373,震旦行          ,11000.0,0.0,0.0,11000.0
2239,英利-KY         ,8000.0,0.0,0.0,8000.0
2816,旺旺保          ,14003.0,0.0,0.0,14003.0
3308,聯德            ,13214.0,0.0,0.0,13214.0
"=""00682U""",期元大美元指數  ,0.0,0.0,0.0,0.0
1233,天仁            ,11000.0,0.0,0.0,11000.0
"=""020030""",統一智慧電動車N ,0.0,0.0,0.0,0.0
3049,精金            ,12000.0,0.0,0.0,12000.0
2007,燁興            ,11931.0,0.0,0.0,11931.0
8341,日友            ,10692.0,0.0,0.0,10692.0
"=""00762""",元大全球AI      ,-107000.0,0.0,0.0,-107000.0
1474,弘裕            ,13448.0,0.0,0.0,13448.0
1338,廣華-KY         ,11399.0,0.0,0.0,11399.0
"=""0053""",元大電子        ,2000.0,0.0,0.0,2000.0
2704,國賓            ,3277.0,0.0,0.0,3277.0
8463,潤泰材          ,13225.0,0.0,0.0,13225.0
1760,寶齡富錦        ,6162.0,0.0,0.0,6162.0
"=""020028""",元大特選電動車N ,0.0,0.0,0.0,0.0
4942,嘉彰            ,8960.0,0.0,0.0,8960.0
1410,南染            ,9105.0,0.0,0.0,9105.0
3002,歐格            ,10000.0,0.0,0.0,10000.0
3419,譁裕            ,21000.0,0.0,0.0,21000.0
4930,燦星網          ,9000.0,0.0,0.0,9000.0
6464,台數科          ,8999.0,0.0,0.0,8999.0
6271,同欣電          ,18009.0,0.0,0.0,18009.0
2364,倫飛            ,3938.0,0.0,0.0,3938.0
4994,傳奇            ,10083.0,0.0,0.0,10083.0
6108,競國            ,3000.0,0.0,0.0,3000.0
2753,八方雲集        ,16043.0,0.0,0.0,16043.0
3532,台勝科          ,6358.0,0.0,0.0,6358.0
3588,通嘉            ,6405.0,0.0,0.0,6405.0
9905,大華            ,7269.0,0.0,0.0,7269.0
4552,力達-KY         ,10204.0,0.0,0.0,10204.0
4148,全宇生技-KY     ,8000.0,0.0,0.0,8000.0
5538,東明-KY         ,8000.0,0.0,0.0,8000.0
3716,中化控股        ,9000.0,0.0,0.0,9000.0
2483,百容            ,7000.0,0.0,0.0,7000.0
1725,元禎            ,10000.0,0.0,0.0,10000.0
"=""00689R""",國泰20年美債反1 ,0.0,0.0,0.0,0.0
8499,鼎炫-KY         ,9973.0,0.0,0.0,9973.0
4555,氣立            ,10895.0,0.0,0.0,10895.0
6230,尼得科超眾      ,7866.0,0.0,0.0,7866.0
5234,達興材料        ,701.0,0.0,0.0,701.0
4106,雃博            ,7614.0,0.0,0.0,7614.0
2033,佳大            ,3172.0,0.0,0.0,3172.0
1443,立益物流        ,8026.0,0.0,0.0,8026.0
6698,旭暉應材        ,3000.0,0.0,0.0,3000.0
6969,成信實業*-創    ,8000.0,0.0,0.0,8000.0
2248,華勝-KY         ,8000.0,0.0,0.0,8000.0
2430,燦坤            ,7000.0,0.0,0.0,7000.0
1465,偉全            ,5000.0,0.0,0.0,5000.0
1452,宏益            ,8000.0,0.0,0.0,8000.0
6184,大豐電          ,9967.0,0.0,0.0,9967.0
1568,倉佑            ,7893.0,0.0,0.0,7893.0
1535,中宇            ,7841.0,0.0,-1106.0,6735.0
"=""00947""",台新臺灣IC設計  ,-183000.0,0.0,0.0,-183000.0
"=""00925""",新光標普電動車  ,0.0,0.0,0.0,0.0
2910,統領            ,7019.0,0.0,0.0,7019.0
4155,訊映            ,4000.0,0.0,0.0,4000.0
6754,匯僑設計        ,8000.0,0.0,0.0,8000.0
1454,台富            ,8000.0,0.0,0.0,8000.0
1521,大億            ,2999.0,0.0,0.0,2999.0
6923,中台            ,5990.0,0.0,0.0,5990.0
2397,友通            ,10232.0,0.0,0.0,10232.0
1339,昭輝            ,5174.0,0.0,0.0,5174.0
1603,華電            ,7098.0,0.0,0.0,7098.0
1315,達新            ,5035.0,0.0,0.0,5035.0
4737,華廣            ,5001.0,0.0,0.0,5001.0
3494,誠研            ,6000.0,0.0,0.0,6000.0
2702,華園            ,6000.0,0.0,0.0,6000.0
1323,永裕            ,6000.0,0.0,0.0,6000.0
1475,業旺            ,5998.0,0.0,0.0,5998.0
2302,麗正            ,-4226.0,0.0,0.0,-4226.0
6906,現觀科          ,5766.0,0.0,0.0,5766.0
2488,漢平            ,18548.0,0.0,0.0,18548.0
6533,晶心科          ,-7805.0,0.0,0.0,-7805.0
"=""00962""",台新AI優息動能  ,-102000.0,0.0,0.0,-102000.0
4956,光鋐            ,1081.0,0.0,0.0,1081.0
5215,科嘉-KY         ,4049.0,0.0,0.0,4049.0
1726,永記            ,4039.0,0.0,0.0,4039.0
6277,宏正            ,6030.0,0.0,0.0,6030.0
1583,程泰            ,9026.0,0.0,0.0,9026.0
1776,展宇            ,7000.0,0.0,0.0,7000.0
1531,高林股          ,-9000.0,0.0,0.0,-9000.0
6534,正瀚-創         ,5000.0,0.0,0.0,5000.0
6776,展眥篕        ,5000.0,0.0,0.0,5000.0
3321,同泰            ,5000.0,0.0,0.0,5000.0
2911,麗嬰房          ,5000.0,0.0,0.0,5000.0
"=""00735""",國泰臺韓科技    ,13000.0,0.0,0.0,13000.0
1906,寶隆            ,3000.0,0.0,0.0,3000.0
4119,旭富            ,2905.0,0.0,0.0,2905.0
6155,鈞寶            ,2907.0,0.0,0.0,2907.0
2115,六暉-KY         ,2898.0,0.0,0.0,2898.0
1626,艾美特-KY       ,9757.0,0.0,0.0,9757.0
"=""006204""",永豐臺灣加權    ,5000.0,0.0,0.0,5000.0
4536,拓凱            ,3276.0,0.0,0.0,3276.0
1533,車王電          ,7151.0,0.0,0.0,7151.0
2904,匯僑            ,3047.0,0.0,0.0,3047.0
6952,大武山          ,4040.0,0.0,0.0,4040.0
2028,威致            ,1.0,0.0,0.0,1.0
2433,互盛電          ,2000.0,0.0,0.0,2000.0
2712,遠雄來          ,4000.0,0.0,0.0,4000.0
"=""01009T""",王道圓滿R1      ,4000.0,0.0,0.0,4000.0
6655,科定            ,4000.0,0.0,0.0,4000.0
6949,沛爾生醫-創     ,6000.0,0.0,0.0,6000.0
8443,阿瘦            ,4000.0,0.0,0.0,4000.0
"=""0051""",元大中型100     ,0.0,0.0,0.0,0.0
1752,南光            ,2933.0,0.0,0.0,2933.0
6477,安集            ,3325.0,0.0,0.0,3325.0
1444,力麗            ,-57038.0,0.0,0.0,-57038.0
6666,羅麗芬-KY       ,3096.0,0.0,0.0,3096.0
3043,科風            ,4047.0,0.0,0.0,4047.0
2762,世界健身-KY     ,2033.0,0.0,0.0,2033.0
1713,國化            ,10005.0,0.0,0.0,10005.0
"=""020000""",富邦特選蘋果N   ,0.0,0.0,0.0,0.0
"=""020018""",統一價值成長30N ,0.0,0.0,0.0,0.0
"=""020032""",元大綠能N       ,0.0,0.0,0.0,0.0
3057,喬鼎            ,5000.0,0.0,0.0,5000.0
2901,欣欣            ,3000.0,0.0,0.0,3000.0
2891C,中信金丙特      ,0.0,0.0,0.0,0.0
6423,億而得-創       ,19000.0,0.0,0.0,19000.0
6581,鋼聯            ,-2011.0,0.0,0.0,-2011.0
6141,柏承            ,2000.0,0.0,0.0,2000.0
6861,睿生光電        ,-68.0,0.0,0.0,-68.0
2114,鑫永銓          ,4911.0,0.0,0.0,4911.0
1423,利華            ,4000.0,0.0,0.0,4000.0
8940,新天地          ,-546.0,0.0,0.0,-546.0
1733,五鼎            ,4348.0,0.0,0.0,4348.0
3557,嘉威            ,7299.0,0.0,0.0,7299.0
"=""00783""",富邦中証500     ,0.0,0.0,0.0,0.0
6645,金萬林-創       ,-1000.0,0.0,0.0,-1000.0
6504,南六            ,3060.0,0.0,0.0,3060.0
3026,禾伸堂          ,6016.0,0.0,0.0,6016.0
2722,夏都            ,2002.0,0.0,0.0,2002.0
2254,巨鎧精密-創     ,3000.0,0.0,0.0,3000.0
1441,大東            ,1000.0,0.0,0.0,1000.0
1439,雋揚            ,4000.0,0.0,0.0,4000.0
1525,江申            ,2000.0,0.0,0.0,2000.0
1324,地球            ,2000.0,0.0,0.0,2000.0
6281,全國電          ,8000.0,0.0,0.0,8000.0
9912,偉聯            ,2000.0,0.0,0.0,2000.0
1413,宏洲            ,3000.0,0.0,0.0,3000.0
1730,花仙子          ,1000.0,0.0,0.0,1000.0
2012,春雨            ,5999.0,0.0,0.0,5999.0
2459,敦吉            ,779.0,0.0,0.0,779.0
"=""00661""",元大日經225     ,2000.0,0.0,0.0,2000.0
2393,億光            ,-106824.0,0.0,81000.0,-25824.0
8261,富鼎            ,7145.0,0.0,0.0,7145.0
1236,宏亞            ,1029.0,0.0,0.0,1029.0
"=""00899""",FT潔淨能源      ,0.0,0.0,0.0,0.0
4764,雙鍵            ,1009.0,0.0,0.0,1009.0
4581,光隆精密-KY     ,2000.0,0.0,0.0,2000.0
5546,永固-KY         ,1000.0,0.0,0.0,1000.0
2891B,中信金乙特      ,0.0,0.0,0.0,0.0
2945,三商家購        ,1000.0,0.0,0.0,1000.0
3686,達能            ,1000.0,0.0,0.0,1000.0
8488,吉源-KY         ,1000.0,0.0,0.0,1000.0
8481,政伸            ,0.0,0.0,0.0,0.0
9918,欣天然          ,1000.0,0.0,0.0,1000.0
6573,虹揚-KY         ,1000.0,0.0,0.0,1000.0
"=""006203""",元大MSCI台灣    ,0.0,0.0,0.0,0.0
1235,興泰            ,-1000.0,0.0,0.0,-1000.0
1541,錩泰            ,1000.0,0.0,0.0,1000.0
1435,中福            ,1000.0,0.0,0.0,1000.0
2491,吉祥全          ,1000.0,0.0,0.0,1000.0
7631,聚賢研發-創     ,0.0,0.0,0.0,0.0
4190,佐登-KY         ,912.0,0.0,0.0,912.0
3501,維熹            ,12866.0,0.0,0.0,12866.0
9942,茂順            ,3724.0,0.0,0.0,3724.0
"=""0057""",富邦摩台        ,-1000.0,0.0,0.0,-1000.0
1735,日勝化          ,4000.0,0.0,0.0,4000.0
2024,志聯            ,52.0,0.0,0.0,52.0
1418,東華            ,-993.0,0.0,0.0,-993.0
9926,新海            ,6.0,0.0,0.0,6.0
9931,欣高            ,0.0,0.0,0.0,0.0
6794,向榮生技-創     ,0.0,0.0,0.0,0.0
8466,美吉吉-KY       ,0.0,0.0,0.0,0.0
8429,金麗-KY         ,0.0,0.0,0.0,0.0
8201,無敵            ,-1000.0,0.0,0.0,-1000.0
7732,金興精密        ,-1000.0,0.0,0.0,-1000.0
8162,微矽電子-創     ,10000.0,0.0,0.0,10000.0
3543,州巧            ,-6000.0,0.0,0.0,-6000.0
3296,勝德            ,-3000.0,0.0,0.0,-3000.0
3150,鈺寶-創         ,0.0,0.0,0.0,0.0
4439,冠星-KY         ,-1000.0,0.0,0.0,-1000.0
"=""00657K""",國泰日經225+U   ,0.0,0.0,0.0,0.0
"=""00636K""",國泰中國A50+U   ,0.0,0.0,0.0,0.0
"=""00668K""",國泰美國道瓊+U  ,0.0,0.0,0.0,0.0
"=""00851""",台新全球AI      ,0.0,0.0,0.0,0.0
9929,秋雨            ,0.0,0.0,0.0,0.0
6641,基士德-KY       ,-2.0,0.0,0.0,-2.0
2434,統懋            ,-35.0,0.0,0.0,-35.0
1456,怡華            ,-1047.0,0.0,0.0,-1047.0
2881C,富邦金丙特      ,-69.0,0.0,0.0,-69.0
5306,桂盟            ,-1258.0,0.0,0.0,-1258.0
"=""00640L""",富邦日本正2     ,33000.0,0.0,0.0,33000.0
9924,福興            ,90651.0,0.0,-93413.0,-2762.0
1470,大統新創        ,135.0,0.0,0.0,135.0
8482,商億-KY         ,0.0,0.0,0.0,0.0
6796,晉弘            ,-2000.0,0.0,0.0,-2000.0
6671,三能-KY         ,2000.0,0.0,0.0,2000.0
6902,GOGOLOOK-創     ,-1000.0,0.0,0.0,-1000.0
6955,邦睿生技-創     ,1000.0,0.0,0.0,1000.0
3054,立萬利          ,-1000.0,0.0,0.0,-1000.0
1468,昶和            ,-1000.0,0.0,0.0,-1000.0
"=""02001S""",策元大加權策略N ,0.0,0.0,0.0,0.0
"=""00775B""",新光投等債15+   ,-38000.0,0.0,0.0,-38000.0
"=""00736""",國泰新興市場    ,0.0,0.0,0.0,0.0
2008,高興昌          ,-2000.0,0.0,0.0,-2000.0
1414,東和            ,-19001.0,0.0,0.0,-19001.0
6239,力成            ,-116072.0,0.0,123000.0,6928.0
3168,眾福科          ,-1070.0,0.0,0.0,-1070.0
6183,關貿            ,-2136.0,0.0,0.0,-2136.0
6579,研揚            ,5738.0,0.0,0.0,5738.0
"=""00920""",富邦ESG綠色電力 ,-449000.0,0.0,0.0,-449000.0
"=""00861""",元大全球未來通訊,0.0,0.0,0.0,0.0
"=""01010T""",京城樂富R1      ,-2000.0,0.0,0.0,-2000.0
4934,太極            ,-2000.0,0.0,0.0,-2000.0
6226,光鼎            ,-2000.0,0.0,0.0,-2000.0
3432,台端            ,-2000.0,0.0,0.0,-2000.0
3593,力銘            ,-2000.0,0.0,0.0,-2000.0
2432,倚天酷-創     ,1000.0,0.0,0.0,1000.0
"=""00657""",國泰日經225     ,-1000.0,0.0,0.0,-1000.0
1720,生達            ,-4066.0,0.0,0.0,-4066.0
"=""00739""",元大MSCI A股    ,0.0,0.0,0.0,0.0
5292,華懋            ,1835.0,0.0,0.0,1835.0
1710,東聯            ,-52000.0,0.0,0.0,-52000.0
5519,隆大            ,32365.0,0.0,0.0,32365.0
1304,台聚            ,-13000.0,0.0,0.0,-13000.0
8487,愛爾達-創       ,0.0,0.0,0.0,0.0
4426,利勤            ,-2958.0,0.0,0.0,-2958.0
1341,富林-KY         ,-1000.0,0.0,0.0,-1000.0
1516,川飛            ,-3000.0,0.0,0.0,-3000.0
3164,景岳            ,-10113.0,0.0,0.0,-10113.0
4133,亞諾法          ,-4341.0,0.0,0.0,-4341.0
2419,仲琦            ,-9365.0,0.0,0.0,-9365.0
6957,裕慶-KY         ,-4000.0,0.0,0.0,-4000.0
8442,威宏-KY         ,-4000.0,0.0,0.0,-4000.0
6409,旭隼            ,-5042.0,0.0,0.0,-5042.0
6449,鈺邦            ,4980.0,0.0,0.0,4980.0
1783,和康生          ,-8137.0,0.0,0.0,-8137.0
